mode,variant,split,recording_id,class_id,score,pred
PC float32,noise_snr0db,test,0003_0397s_shot_019_ch1,1,0.9945306777954102,1
PC float32,noise_snr0db,test,0005_0580s_shot_006_ch1,1,0.9999414682388306,1
PC float32,noise_snr0db,test,0005_0607s_shot_150_ch1,1,0.6739883422851562,1
PC float32,noise_snr0db,test,0005_0631s_shot_173_ch1,1,0.9261573553085327,1
PC float32,noise_snr0db,test,0005_0632s_shot_176_ch1,1,0.9991818070411682,1
PC float32,noise_snr0db,test,0005_0662s_shot_201_ch1,1,0.9999424815177917,1
PC float32,noise_snr0db,test,0005_0685s_shot_220_ch1,1,0.9980133771896362,1
PC float32,noise_snr0db,test,0005_0700s_shot_037_ch1,1,0.9991243481636047,1
PC float32,noise_snr0db,test,0011_0226s_shot_011_ch1,1,0.010051344521343708,0
PC float32,noise_snr0db,test,0011_0333s_shot_018_ch1,1,0.019578857347369194,0
PC float32,noise_snr0db,test,171236__alukahn__gunshot2_uid-fcn21d,0,1.183675770247139e-12,0
PC float32,noise_snr0db,test,371041__morganpurkis__single-gunshot-3_uid-1k053k,0,1.415789013803348e-11,0
PC float32,noise_snr0db,test,384687__morganpurkis__single-gunshot-42_uid-u9d6r1,0,1.3726065617447603e-07,0
PC float32,noise_snr0db,test,384689__dobroide__20170318gunshotparadiso_uid-kwsehz,0,6.484769100637656e-17,0
PC float32,noise_snr0db,test,384689__dobroide__20170318gunshotparadiso_uid-pjl13d,0,1.0535834561015665e-14,0
PC float32,noise_snr0db,test,402008__eardeer__gunshot__high_3_uid-4j4q67,0,2.036977086571773e-13,0
PC float32,noise_snr0db,test,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-6aezru,0,9.179414336222448e-18,0
PC float32,noise_snr0db,test,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-byjlki,0,5.224723164890676e-20,0
PC float32,noise_snr0db,test,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-garl1l,0,1.4316500830065125e-19,0
PC float32,noise_snr0db,test,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-l3ibfo,0,1.3410785880698723e-19,0
PC float32,noise_snr0db,test,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-qe3eyz,0,1.4845567165441175e-20,0
PC float32,noise_snr0db,test,405132__fstagi__gunshots_uid-xcyi0z,0,3.592684960293524e-12,0
PC float32,noise_snr0db,test,51470__smcameron__synthetic_gunshot_2_uid-vatpwv,0,2.198467967673423e-07,0
PC float32,noise_snr0db,test,518181__bolkmar__fx-gunshot_uid-al1o0i,0,3.061636230997089e-12,0
PC float32,noise_snr0db,test,518181__bolkmar__fx-gunshot_uid-es96l9,0,1.3261834510558401e-06,0
PC float32,noise_snr0db,test,518181__bolkmar__fx-gunshot_uid-j3vsmz,0,1.2458739769016791e-11,0
PC float32,noise_snr0db,test,519623__nathanchurchyard__gunshots_uid-kvxx3q,0,6.041414035706794e-10,0
PC float32,noise_snr0db,test,683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-tmmoay,0,1.839337059397761e-12,0
PC float32,noise_snr0db,test,Amusement_Park Ambiance -SoundBible_uid-2t9w3e,0,4.313993606785971e-12,0
PC float32,noise_snr0db,test,Amusement_Park Ambiance -SoundBible_uid-jwv6lq,0,3.0679368008719454e-13,0
PC float32,noise_snr0db,test,Amusement_Park Ambiance -SoundBible_uid-l24o63,0,1.6224105392481647e-12,0
